frame,sim_t,state,yellow_frac,n_raw,n_filt,cx,err,steer,nolf,lidar,n_obj,top_model,top_color,top_area,top_px,bus_str
175,1.76,LINE_FOLLOW,0.035,2,1,96.0,-0.040,-0.0279,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
176,1.77,LINE_FOLLOW,0.035,2,2,99.5,-0.005,0.0021,0,54.44,23,road,RGB(0.200,0.200,0.200),8001,64,0
177,1.78,LINE_FOLLOW,0.034,2,2,99.5,-0.005,-0.0017,0,54.44,23,road,RGB(0.200,0.200,0.200),8001,64,0
178,1.79,LINE_FOLLOW,0.034,2,2,99.8,-0.003,0.0010,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
179,1.80,LINE_FOLLOW,0.034,2,2,99.8,-0.003,-0.0010,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
180,1.81,LINE_FOLLOW,0.034,2,2,99.5,-0.005,-0.0040,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
181,1.82,LINE_FOLLOW,0.034,2,1,96.0,-0.040,-0.0340,0,54.44,23,road,RGB(0.200,0.200,0.200),8001,64,0
182,1.83,LINE_FOLLOW,0.034,3,2,96.2,-0.037,-0.0084,0,54.45,23,road,RGB(0.200,0.200,0.200),8001,64,0
183,1.84,LINE_FOLLOW,0.034,3,3,100.4,0.004,0.0216,0,54.44,23,road,RGB(0.200,0.200,0.200),8001,64,0
184,1.85,LINE_FOLLOW,0.034,2,2,100.0,0.000,-0.0033,0,54.43,23,road,RGB(0.200,0.200,0.200),8001,64,0
